algo,linkage,eps,clusters,min_samples,num_clusters,silhouette_score,min_cluster_size,num_representative_clusters,silhouette_score_representative_clusters
K-means,,,"[{'avg_silhouette': 0.5437753810259802, 'num_points': 289}, {'avg_silhouette': 0.13752276569342234, 'num_points': 47}]",,2,0.48694837828600934,,2,0.3406490733597013
AGGLC,ward,,"[{'avg_silhouette': 0.5353078766680833, 'num_points': 283}, {'avg_silhouette': 0.09093320121468505, 'num_points': 53}]",,2,0.4652130617900175,,2,0.3131205389413842
DBSCAN,,1.4233756729740645,"[{'avg_silhouette': 0.5264042763935953, 'num_points': 286}, {'avg_silhouette': 0.3160676408051488, 'num_points': 19}]",5.0,2,0.44750973575634834,,2,0.4212359585993721
DBSCAN,,1.4433756729740645,"[{'avg_silhouette': 0.5225037648747606, 'num_points': 287}, {'avg_silhouette': 0.3162967685427141, 'num_points': 19}]",5.0,2,0.44612937232419336,,2,0.4194002667087373
DBSCAN,,1.4333756729740645,"[{'avg_silhouette': 0.5225037648747606, 'num_points': 287}, {'avg_silhouette': 0.3162967685427141, 'num_points': 19}]",5.0,2,0.44612937232419336,,2,0.4194002667087373
DBSCAN,,1.4133756729740645,"[{'avg_silhouette': 0.523076155736135, 'num_points': 285}, {'avg_silhouette': 0.3322924787122738, 'num_points': 18}]",5.0,2,0.44164112407104855,,2,0.4276843172242044
DBSCAN,,1.4033756729740645,"[{'avg_silhouette': 0.523076155736135, 'num_points': 285}, {'avg_silhouette': 0.3322924787122738, 'num_points': 18}]",5.0,2,0.44164112407104855,,2,0.4276843172242044
DBSCAN,,1.3933756729740645,"[{'avg_silhouette': 0.523076155736135, 'num_points': 285}, {'avg_silhouette': 0.3322924787122738, 'num_points': 18}]",5.0,2,0.44164112407104855,,2,0.4276843172242044
DBSCAN,,1.3833756729740645,"[{'avg_silhouette': 0.5246931083529313, 'num_points': 284}, {'avg_silhouette': 0.33424425221118514, 'num_points': 18}]",5.0,2,0.44051524704881606,,2,0.4294686802820582
DBSCAN,,1.3733756729740645,"[{'avg_silhouette': 0.5170708054604662, 'num_points': 284}, {'avg_silhouette': 0.3455386461030102, 'num_points': 16}]",5.0,2,0.43142073688665716,,1,
DBSCAN,,1.3633756729740645,"[{'avg_silhouette': 0.5170708054604662, 'num_points': 284}, {'avg_silhouette': 0.3455386461030102, 'num_points': 16}]",5.0,2,0.43142073688665716,,1,
